Région siège,Département siège,Arrondissement siège,Commune siège,N° SIREN,Nom du groupement,Nature juridique,Syndicat à la carte,Groupement interdépartemental,Date de création,Date d'effet,Mode de répartition des sièges,Autre mode de répartition des sièges,Nombre de membres,Population,Nombre de compétences exercées,Mode de financement,DGF Bonifiée,DSC,REOM,Autre redevance,TEOM,Autre taxe,Civilité Président,Prénom Président,Nom Président,Adresse du siège_1,Adresse du siège_2,Adresse du siège_3,Code postal du siège - Ville du siège,Téléphone du siège,Fax du siège,Courriel du siège,Site internet,Adresse annexe_1,Adresse annexe_2,Adresse annexe_3,Code postal annexe - Ville annexe,Téléphone annexe,Fax annexe
53 - Bretagne,35 - Ille-et-Vilaine,2 - Redon,213501265 - Guichen,253514707,SM du SCOT du Pays des vallons de Vilaine,SMF,0,0,22/04/2003,22/04/2003,MEMNB,,2,77564,1,CBUDG,0,0,0, ,0, ,M.,Pierre,REBOUX,Maison Intercommunale,ZA la Lande Rose,"12, rue Blaise Pascal",35580 GUICHEN,02 99 57 03 80,02 99 57 37 10,,,,,, ,    ,02 99 57 37 10
53 - Bretagne,35 - Ille-et-Vilaine,3 - Rennes,200085876 - Montauban-de-Bretagne,253514715,SM du Pays de Brocéliande,SMF,0,0,05/06/2003,05/06/2003,POPUL,,3,72462,1,CBUDG,0,0,0, ,0, ,M.,Joseph,LE LEZ,"48, rue de Saint Malo",,,35360 MONTAUBAN DE BRETAGNE,02 99 06 32 45,02 99 06 32 48,broceliande.developpement@wanadoo.fr,,,,, ,    ,02 99 06 32 48
53 - Bretagne,35 - Ille-et-Vilaine,1 - Fougères-Vitré,213503246 - La Selle-en-Luitré,200036531,Syndicat du bassin versant du Couesnon,SMO,0,1,21/12/2012,01/01/2013,AUTR,Part de la surface du syndicat de bv dans le bassin versant du Couesnon,5,920137,2,CBUDG,0,0,0, ,0, ,M.,Joseph,BOIVENT,Fougères communauté,Parc d'activités de l'Aumaillerie,,35133 LA SELLE EN LUITRE,02 99 94 50 34,02 99 99 70 93,,,,,, ,    ,02 99 99 70 93
53 - Bretagne,35 - Ille-et-Vilaine,1 - Fougères-Vitré,213503600 - Vitré,200084945,SMO de traitement des déchets ménagers et assimilés,SMO,0,0,21/11/2018,01/01/2019,AUTR,"Le Comité syndical est constitué de délégués des adhérents désignés par leurs organes délibérants respectifs, parmi les membres élus des adhérents.   L?organe délibérant du SMICTOM SUD EST 35 désigne 17 délégués titulaires et 17 délégués suppléants.   L?organe délibérant du SMICTOM DU PAYS DE FOUGERES désigne 10 délégués titulaires et 10 délégués suppléants.  Le Comité syndical compte ainsi 27 sièges répartis de la manière suivante :   SMICTOM SUD EST 35 : 17 sièges ;  SMICTOM DU PAYS DE FOUGERES : 10 sièges.",2,227270,1,CBUDG,0,0,0,,0,,M.,Yves,HISOPE,45 route des eaux ,,,35500 VITRE,    ,    ,,,,,, ,    ,    
53 - Bretagne,35 - Ille-et-Vilaine,3 - Rennes,213502388 - Rennes,253501944,SM de gestion de la gare routière de Rennes (SMGR),SMO,0,0,19/07/1984,19/07/1984,MEMNB,,3,461166,1,CBUDG,0,0,0, ,0, ,M.,André,LEFEUVRE,Conseil Régional de Bretagne,"283, avenue du Général Patton ",CS 21101,35711 RENNES Cedex,    ,    ,,,,,, ,    ,    
53 - Bretagne,35 - Ille-et-Vilaine,3 - Rennes,213502388 - Rennes,253502801,SM de gestion pour l'approvisionnement en eau potable de l'Ille-et-Vilaine,SMO,0,0,17/12/1993,17/12/1993,AUTR,,10,1064148,1,CBUDG,0,0,0, ,0, ,M.,Joseph,BOIVENT,"2d, allée Jacques Frimot",,,35000 RENNES,02 99 85 50 69,02 99 85 52 35,contact@smg35.fr,,,,, ,    ,02 99 85 52 35
53 - Bretagne,35 - Ille-et-Vilaine,3 - Rennes,213500515 - Cesson-Sévigné,253514491,MEGALIS BRETAGNE,SMO,0,1,20/10/1999,20/10/1999,AUTR,,64,3438957,1,CBUDG,0,0,0, ,0, ,M.,Loïg,CHESNAIS-GIRARD,"15, rue Claude Chappe, Bâtiment B",,,35510 CESSON SEVIGNE,02 99 12 51 55,02 99 12 51 37,,,,,, ,    ,02 99 12 51 37
53 - Bretagne,35 - Ille-et-Vilaine,3 - Rennes,213502388 - Rennes,255613408,SM de transport d'hydrocarbures vers les îles,SMO,0,1,26/08/2003,26/08/2003,MEMNB,,2,7296691,2,CBUDG,0,0,0, ,0, ,M.,Gérard,LAHELLEC,Hôtel de la Région Bretagne,283 avenue du Général Patton,CS 21101,35711 Rennes Cedex 7,    ,    ,,,,,, ,    ,    
53 - Bretagne,35 - Ille-et-Vilaine,3 - Rennes,213502388 - Rennes,200032936,Pôle métropolitain Loire Bretagne,POLEM,0,1,27/07/2012,27/07/2012,POPUL,,5,1778461,1,CBUDG,0,0,0,,0,,M.,EMMANUEL,COUET,Hôtel de Rennes Métropole,4 avenue Henri Fréville ,CS 207723,35207 RENNES Cedex 2,    ,    ,,,,,, ,    ,    
53 - Bretagne,35 - Ille-et-Vilaine,4 - Saint-Malo,213502883 - Saint-Malo,200051027,PETR du Pays de Saint-Malo,PETR,0,0,29/01/2015,29/01/2015,AUTR,Mode spécifique d'attribution d'un nombre de sièges pour chaque collectivité ou groupement de collectivités membre,4,178828,2,CBUDG,0,0,0,,0,,M.,Pierre-Yves,MAHIEU,HOTEL DE VILLE,,,35400 SAINT MALO,02 99 21 17 27,02 99 40 71 21,paysdesaintmalo@wanadoo.fr,,CAP SUD - Bâtiment B,"3, rue de la Croix Désilles",,35400 SAINT MALO,02 99 21 17 27,02 99 40 71 21
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213600448 - Châteauroux,243600327,CA Châteauroux Métropole,CA,0,0,29/12/1999,01/01/2000,RDC,,14,75357,35,FPU,0,0,0, ,1,SURTAXE ASSAINISSEMENT,M.,Gil,AVÉROUS,Mairie,Place de la République,CS 80509,36012 CHATEAUROUX CEDEX,02 54 08 33 00,02 54 07 03 11,lemaire@chateauroux-metropole.fr,www.chateauroux-metropole.fr,,,, ,    ,    
24 - Centre-Val de Loire,36 - Indre,3 - La Châtre,213600018 - Aigurande,200007052,CC de la Marche Berrichonne,CC,0,0,18/12/2006,01/01/2007,RDC,,9,5760,24,AAZSE,0,0,1,,0,,M.,Pascal,COURTAUD,8 RUE JEAN MARIEN MESSANT,,,36140 AIGURANDE,02 54 06 37 33,02 54 06 41 00,,,,8 RUE JEAN MARIEN MESSANT,,36140 AIGURANDE,02 54 06 37 33,02 54 06 41 00
24 - Centre-Val de Loire,36 - Indre,3 - La Châtre,213601412 - Neuvy-Saint-Sépulchre,200018521,CC du Val de Bouzanne,CC,0,0,26/12/2008,01/01/2009,RDC,,12,6106,25,AAZSE,0,0,1,,0,,M.,Christian,ROBERT,20 RUE EMILE FORICHON,,,36230 NEUVY SAINT SEPULCRE,    ,    ,,,MAIRIE,,,36230 NEUVYSAINT SEPULCRE,02 54 30 80 27,    
24 - Centre-Val de Loire,36 - Indre,1 - Le Blanc,213601685 - Prissac,200035137,CC Marche Occitane - Val d'Anglin,CC,0,0,05/12/2012,01/01/2013,RDC,,17,6821,25,FPU,1,0,0, ,0, ,M.,Mathieu,MOREAUX,"15, rue Roland Megnien",,,36370 PRISSAC,    ,    ,cdcmova@orange.fr,,,,, ,    ,    
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213600455 - Châtillon-sur-Indre,200035848,CC du Châtillonnais en Berry,CC,0,0,20/12/2012,01/01/2013,RDC,,10,6082,21,FPU,1,0,0, ,0, ,M.,Gerard,NICAUD,Rue Maurice Davaillon,,,36700 CHATILLON SUR INDRE,02 54 39 01 16,    ,,,,,, ,    ,    
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213602287 - Valençay,200040558,CC Ecueillé-Valençay,CC,0,0,01/01/2014,01/01/2014,ACCOR,,18,11366,23,FPU,1,0,0,,0,,Mme,Annick,BROSSIER,Hôtel de ville,4 rue de Talleyrand,,36600 VALENCAY,02 54 00 32 38,02 54 00 32 39,,,,,, ,    ,02 54 00 32 39
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213600067 - Argenton-sur-Creuse,200068872,CC Eguzon - Argenton - Vallée de la Creuse,CC,0,0,25/11/2016,01/01/2017,RDC,,21,20161,30,FPU,1,0,0,,0,,M.,Vincent,MILLAN,8 rue du Gaz,,,36200 ARGENTON SUR CREUSE,02 54 01 09 00,02 54 24 56 50,cdc.argenton@wanadoo.fr,,,,, ,    ,02 54 24 56 50
24 - Centre-Val de Loire,36 - Indre,4 - Issoudun,213602303 - Vatan,200068880,CC Champagne Boischauts,CC,0,0,25/11/2016,01/01/2017,RDC,,30,10066,27,FPU,1,0,0,,0,,M.,Éric,VAN REMOORTERE,"24, rue de la République",,,36150 VATAN,02 54 49 77 07,02 54 49 98 92,ccvatan@wanadoo.fr,,,,, ,    ,02 54 49 98 92
24 - Centre-Val de Loire,36 - Indre,4 - Issoudun,213600349 - Chabris,243600202,CC Chabris - Pays de Bazelle,CC,0,0,15/12/1992,01/01/1993,RDC,,10,6320,21,FPU,1,1,1, ,0, ,M.,Philippe,JOURDAIN,8 place Albert Boivin,BP 33,,36210 CHABRIS,02 54 40 15 88,02 54 40 09 00,CC.PAYS.BAZELLE@wanadoo.fr,,8 place Albert Boivin,BP 33,,36210 CHABRIS,02 54 40 15 88,02 54 40 09 00
24 - Centre-Val de Loire,36 - Indre,4 - Issoudun,213600885 - Issoudun,243600236,CC du Pays d'Issoudun,CC,0,1,20/12/1993,01/01/1994,RDC,,12,20287,22,ASZSE,0,0,1,,0,,M.,André,LAIGNEL,Hôtel de Ville,Place des Droits de l'Homme,BP 150,36105 ISSOUDUN Cédex,02 54 03 36 36,02 54 03 17 13,,www.issoudun.fr,,,, ,    ,02 54 03 17 13
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,200082204 - Levroux,243600293,CC de la Région de Levroux,CC,0,0,30/12/1996,01/01/1997,RDC,,10,6433,17,ASZSE,0,0,1, ,0, ,M.,Alexis,ROUSSEAU-JOUHENNET,10 place de l'Hôtel de Ville,BP 10,,36110 LEVROUX,02 54 35 54 05,02 54 35 54 09,,,,,, ,    ,02 54 35 54 09
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213600406 - La Chapelle-Orthemale,243600301,CC Val de l'Indre - Brenne,CC,0,0,30/12/1997,01/01/1998,RDC,,12,13830,25,FPU,1,1,1, ,0, ,M.,Nicolas,THOMAS,Hôtel de ville,,,36500 LA CHAPELLE ORTHEMALE,02 54 84 21 06,02 54 84 21 06,cdc.valdelindre-brenne@wanadoo.fr,valdelindrebrenne.com,1 rue Jean Jaurès,,BP 7,36320 VILLEDIEU SUR INDRE,02 54 26 91 11,02 54 84 21 06
24 - Centre-Val de Loire,36 - Indre,1 - Le Blanc,213601768 - Ruffec,243600319,CC Brenne - Val de Creuse,CC,0,0,30/12/1998,01/01/1999,RDC,,28,18394,25,FPU,1,1,0, ,1, ,M.,Claude,MERIOT,Mairie,,,36300 LE BLANC,    ,    ,brenne-valdecreuse@wanadoo.fr,,"5, rue de l'église",B.P. 1,,36300 RUFFEC LE CHATEAU,02 54 28 33 60,    
24 - Centre-Val de Loire,36 - Indre,1 - Le Blanc,213602048 - Saint-Michel-en-Brenne,243600343,CC Coeur de Brenne,CC,0,0,29/12/2000,01/01/2001,RDC,,11,4817,26,FPU,1,1,0,,1,Taxe forfaitaire de séjour,M.,Jean-Louis,CAMUS,"1, rue du Prieuré",B.P. 9,,36290 SAINT MICHEL EN BRENNE,02 54 38 18 60,02 54 38 13 95,cdc.coeurdebrenne@wanadoo.fr,,,,, ,    ,02 54 38 13 95
24 - Centre-Val de Loire,36 - Indre,3 - La Châtre,213600463 - La Châtre,243600350,CC de la Châtre et Sainte-Sévère,CC,0,0,26/12/2001,01/01/2002,ACCOR,,30,16744,21,FPU,1,0,1, ,0,Taxe de Séjour,M.,Patrick,JUDALET,6 rue du Champ Galant,,,36400 LA CHATRE,02 54 62 10 10,02 54 62 10 14,,,6 rue du Champ Galant,,,36400 LA CHATRE,02 54 62 10 10,02 54 62 10 14
24 - Centre-Val de Loire,36 - Indre,3 - La Châtre,213601271 - Montgivray,200000263,SI d'assainissement de l'agglomération de La Châtre,SIVU,0,0,14/02/2005,14/02/2005,POPUL,,4,7487,1,CBUDG,0,0,0,REDEVANCE ASSAINISSEMENT,0, ,M.,Francois,BUFFETEAU,allée clésinger,,,36400 MONTGIVRAY,02 54 06 10 36,02 54 06 10 39,,,Mairie,,,36400 MONTGIVRAY,02 54 06 10 36,02 54 06 10 39
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213601586 - Badecon-le-Pin,200001964,SI pour la gestion de la station d'épuration du hameau du Pin,SIVU,0,0,09/02/2006,09/02/2006,MEMNB,,2,1059,1,CBUDG,0,0,0,,0,,M.,François,BROGGI,MAIRIE,,,36200 BADECON LE PIN,02 54 47 80 27,02 54 47 20 38,,,MAIRIE,,,36200 BADECON LE PIN,02 54 47 80 27,02 54 47 20 38
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213602287 - Valençay,200085355,Syndicat des eaux du Boischaut Nord,SIVU,0,1,03/12/2018,01/01/2019,MEMNB,,22,13120,1,CBUDG,0,0,0,,0,,M.,Bruno,TAILLANDIER,MAIRIE DE VALENCAY,,4 RUE TALLEYRAND,36600 VALENCAY,02 54 00 32 32,02 54 00 32 49,,,,,, ,    ,02 54 00 32 49
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213600331 - Celon,253600100,Syndicat des eaux de Celon,SIVU,0,0,27/05/1964,27/05/1964,MEMNB,,5,2183,1,CBUDG,0,0,0,,0,,M.,Pierre,PETITGUILLAUME,MAIRIE DE CELON,,11 RUE DE L'EGLISE,36200 CELON,02 54 25 32 91,02 54 25 33 99,,,,,, ,    ,02 54 25 33 99
24 - Centre-Val de Loire,36 - Indre,1 - Le Blanc,213600539 - Ciron,253600126,Syndicat des eaux Ciron - Oulches,SIVU,0,0,11/02/1955,11/02/1955,MEMNB,,2,985,1,CBUDG,0,0,0,,0,,M.,Alain,BLANCHARD,MAIRIE,,,36300 CIRON,02 54 37 95 92,02 54 37 81 90,ciron.mairie@wanadoo.fr,,MAIRIE,,,36300 CIRON,02 54 37 95 92,02 54 37 81 90
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213600455 - Châtillon-sur-Indre,253600241,Syndicat des eaux de la région de Châtillon-sur-Indre,SIVU,0,0,05/10/1970,05/10/1970,POPUL,,5,3706,1,CBUDG,0,0,0,,0,,M.,Jean-Louis,RICHARD,MAIRIE DE CHATILLON SUR INDRE,,50 RUE GRANDE,36700 CHATILLON SUR INDRE,02 54 38 75 44,02 54 38 83 70,,,,,, ,    ,02 54 38 83 70
24 - Centre-Val de Loire,36 - Indre,3 - La Châtre,213600604 - Crevant,253600282,SI des eaux de la Couarde,SIVU,0,0,25/04/1960,25/04/1960,MEMNB,,20,11057,1,CBUDG,0,0,0,,0,,M.,Michel,PIROT,2 rue des A.F.N.,,,36140 CREVANT,02 54 30 29 03,02 54 30 13 70,,,2 rue des A.F.N.,,,36140 CREVANT,02 54 30 29 03,02 54 30 13 70
24 - Centre-Val de Loire,36 - Indre,3 - La Châtre,213602212 - Thevet-Saint-Julien,253600290,SI des eaux de l'Igneraie,SIVU,0,0,29/09/1965,29/09/1965,MEMNB,,10,2828,1,CBUDG,0,0,0,,0,,M.,William,PETERS,"Lieu-dit ""Le Pilon""",Route de Néret,,36400 THEVET ST JULIEN,02 54 30 99 39,09 67 26 99 39,syndicat-eaux-igneraie@orange.fr,,"Lieu-dit ""Le Pilon""",Route de Néret,,36400 THEVET ST JULIEN,02 54 30 99 39,09 67 26 99 39
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213600554 - Clion,253600316,Syndicat des eaux de la région de Clion-sur-Indre,SIVU,0,0,24/01/1973,24/01/1973,MEMNB,,5,1732,1,CBUDG,0,0,0, ,0, ,M.,Jérome,BOISLAIGUE,MAIRIE DE CLION,,PLACE DE LA MAIRIE,36700 CLION SUR INDRE,02 54 38 64 27,02 54 38 61 37,,,,,, ,    ,02 54 38 61 37
24 - Centre-Val de Loire,36 - Indre,3 - La Châtre,213600562 - Cluis,253600332,Si des eaux de l'Auzon,SIVU,0,0,20/10/1971,20/10/1976,MEMNB,,7,3417,1,CBUDG,0,0,0,,0,,M.,Bruno,SIMON,20 rue de la Croix Mission,,,36340 CLUIS,02 54 31 26 61,02 54 31 21 28,,,20 rue de la Croix Mission,,,36340 CLUIS,02 54 31 26 61,02 54 31 21 28
24 - Centre-Val de Loire,36 - Indre,3 - La Châtre,213601107 - Maillet,253600340,SI des eaux de Maillet,SIVU,0,0,29/09/1965,29/09/1965,MEMNB,,8,2940,1,CBUDG,0,0,0,,0,,M.,Gérard,NORMAND,MAIRIE,,,36340 MAILLET,02 54 25 11 43,02 54 25 13 62,,,MAIRIE,,,36340 MAILLET,02 54 25 11 43,02 54 25 13 62
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213600620 - Cuzion,253600407,Syndicat des écoles de Cuzion - Gargilesse-Dampierre - Saint-Plantaire - Orsennes - Pommiers,SIVU,0,0,17/09/1990,17/09/1990,MEMNB,,5,2338,3,CBUDG,0,0,0, ,0, ,M.,Daniel,CALAME,MAIRIE,,,36190 CUZION,02 54 47 24 51,02 54 47 32 01,,,MAIRIE,,,36190 CUZION,02 54 47 24 51,02 54 47 32 01
24 - Centre-Val de Loire,36 - Indre,4 - Issoudun,213600273 - Brives,253600415,SI des eaux de la vallée du Liennet,SIVU,0,0,16/11/1954,16/11/1954,MEMNB,,12,5182,1,CBUDG,0,0,0, ,0, ,Mme,Annie,BARREAU,Mairie de BRIVES,4 Chaussée de César,,36100 BRIVES,02 54 49 03 05,02 54 49 07 79,,,,,, ,    ,02 54 49 07 79
24 - Centre-Val de Loire,36 - Indre,4 - Issoudun,213601818 - Saint-Aubin,253600431,SI des eaux du Cousseron,SIVU,0,0,28/08/1957,28/08/1957,MEMNB,,4,1088,1,CBUDG,0,0,0,,0,,M.,Gerard,BAILLY,Mairie de SAINT AUBIN,"2, rue du Bois Chevet",,36100 SAINT AUBIN,02 54 21 20 74,02 54 21 21 71,,,,,, ,    ,02 54 21 21 71
24 - Centre-Val de Loire,36 - Indre,4 - Issoudun,213601719 - Reuilly,253600498,SIAEP Saint-Clément,SIVU,0,0,18/02/1950,18/02/1950,MEMNB,,4,2545,1,AUCUN,0,0,0,redevance eau potable,0, ,M.,Yves,GUESNARD,Mairie de REUILLY,"6, place des Ecoles",,36260 REUILLY,02 54 03 49 00,02 54 03 49 04,,,,,, ,    ,02 54 03 49 04
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213600265 - Brion,253600514,SIAEP de la région de Brion,SIVU,0,0,13/06/1958,13/06/1958,MEMNB,,5,1638,1,CBUDG,0,0,0,,0,,M.,Thierry,FOURRE,MAIRIE DE BRION,,1 ROUTE D'ISSOUDUN,36110 BRION,02 54 35 86 32,02 54 35 80 38,,,,,, ,    ,02 54 35 80 38
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,200082204 - Levroux,253600522,Syndicat des eaux de Levroux,SIVU,0,0,17/06/1969,17/06/1969,MEMNB,,4,3686,1,CBUDG,0,0,0,,0,,M.,Alexis,ROUSSEAU-JOUHENNET,MAIRIE DE LEVROUX,,10 PLACE DE L'HOTEL DE VILLE,36110 LEVROUX,02 54 35 70 54,02 54 35 35 50,,,,,, ,    ,02 54 35 35 50
24 - Centre-Val de Loire,36 - Indre,3 - La Châtre,213600992 - Lourdoueix-Saint-Michel,253600589,SI des eaux du val de Creuse,SIVU,0,0,24/05/1974,24/05/1974,MEMNB,,5,3538,1,CBUDG,0,0,0,,0,,M.,Daniel,CALAME,Mairie,,,36140 LOURDOUEIX ST MICHEL,02 54 06 46 65,02 54 06 92 59,,,MAIRIE,,,36140 LOURDOUEIX ST MICHEL,02 54 06 46 65,02 54 06 92 59
24 - Centre-Val de Loire,36 - Indre,1 - Le Blanc,213601826 - Saint-Benoît-du-Sault,253600597,SI de transports scolaires de Saint-Benoît-du-Sault,SIVU,0,0,21/05/1962,21/05/1962,MEMNB,,17,5820,1,CBUDG,0,0,0,,0,,Mme,Corinne,SOULAS,Mairie,,,36170 SAINT BENOIT DU SAULT,02 54 47 51 44,02 54 47 59 19,,,,,, ,    ,02 54 47 59 19
24 - Centre-Val de Loire,36 - Indre,1 - Le Blanc,213601743 - Roussines,253600613,Syndicat des eaux de la vallée de l'Abloux,SIVU,0,0,25/09/1970,25/09/1970,MEMNB,,16,5219,1,CBUDG,0,0,0,,0,,M.,Thierry,BERNARD,MAIRIE,,,36170 ROUSSINES,02 54 47 56 03,02 54 47 51 66,mairie-ROUSSINES@wanadoo.fr,,MAIRIE,,,36170 ROUSSINES,02 54 47 56 03,02 54 47 51 66
24 - Centre-Val de Loire,36 - Indre,4 - Issoudun,213600042 - Anjouin,253600647,SIAEP de Bazelle,SIVU,1,0,12/06/1968,12/06/1968,MEMNB,,14,7454,1,CBUDG,0,0,0, ,0, ,M.,Philippe,JOURDAIN,Mairie d'ANJOUIN,le bourg,,36210 ANJOUIN,02 54 40 63 69,02 54 40 70 87,mairieanjouin@wanadoo.fr,,,,, ,    ,02 54 40 70 87
24 - Centre-Val de Loire,36 - Indre,1 - Le Blanc,213601925 - Saint-Gaultier,253600670,Syndicat de voirie du canton de Saint-Gaultier,SIVU,0,0,18/10/1966,18/10/1966,MEMNB,,7,4367,1,CBUDG,0,0,0,,0,,M.,Jean-Francois,FEIGNON,MAIRIE,,,36800 SAINT GAULTIER,02 54 01 66 00,02 54 01 66 09,,,SUBDIVISION DE L'EQUIPEMENT,,LES BAIGNETTES,36200 ARGENTON SUR CREUSE,    ,02 54 01 66 09
24 - Centre-Val de Loire,36 - Indre,1 - Le Blanc,213602246 - Tournon-Saint-Martin,253600696,SI pour la gestion du collège de Tournon-Saint-Martin,SIVU,0,1,02/09/1977,02/09/1977,MEMNB,,10,5604,1,CBUDG,0,0,0,,0,,M.,Dominique,HERVO,Mairie,,,36220 TOURNON ST MARTIN,02 54 37 50 60,02 54 37 53 38,,,,,, ,    ,02 54 37 53 38
24 - Centre-Val de Loire,36 - Indre,4 - Issoudun,213601917 - Saint-Florentin,253600811,SI d'assainissement de la région de Vatan,SIVU,0,0,24/01/1978,24/01/1978,MEMNB,,3,2679,1,CBUDG,0,0,0, ,0, ,M.,Alain,MALASSINET,Mairie de SAINT-FLORENTIN,2 rue Bruyère,,36150 SAINT-FLORENTIN,02 54 49 78 53,02 54 49 87 57,,,,,, ,    ,02 54 49 93 72
24 - Centre-Val de Loire,36 - Indre,4 - Issoudun,213601917 - Saint-Florentin,253600837,SI des eaux de la région de Vatan,SIVU,0,0,15/06/1977,15/06/1977,MEMNB,,9,3761,1,CBUDG,0,0,0, ,0, ,M.,Alain,MALASSINET,Mairie de SAINT-FLORENTIN,2 rue Bruyère,,36150 SAINT-FLORENTIN,02 54 49 78 53,02 54 49 87 57,,,,,, ,    ,02 54 49 93 72
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213600331 - Celon,253601017,Syndicat de ramassage scolaire d'Argenton-sur-Creuse,SIVU,0,0,05/06/1972,09/09/2010,MEMNB,,42,28160,1,CBUDG,0,0,0, ,0, ,M.,Alexandre,MARCHENAY,MAIRIE DE CELON,,,36200 CELON,02 54 25 37 63,02 54 25 35 88,,,,,, ,    ,02 54 25 35 88
24 - Centre-Val de Loire,36 - Indre,1 - Le Blanc,213602246 - Tournon-Saint-Martin,253601082,SI de transports scolaires de Tournon-Saint-Martin,SIVU,0,0,13/12/1962,13/12/1962,MEMNB,,8,3737,1,CBUDG,0,0,0,,0,,Mme,Véronique,DAVAILLAUD,Mairie,,,36220 TOURNON ST MARTIN,02 54 37 50 60,02 54 37 53 38,,,,,, ,    ,02 54 37 53 38
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213601016 - Luant,253601165,Syndicat de ramassage scolaire de Luant,SIVU,0,0,17/09/1971,17/09/1971,MEMNB,,4,7373,1,CBUDG,0,0,0, ,0, ,Mme,Coralie,BRUNET,MAIRIE DE LUANT,,,36350 LUANT,02 54 36 18 06,02 54 36 73 30,,,,,, ,    ,02 54 36 73 30
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213600422 - Chasseneuil,253601173,Syndicat des eaux de la Philippière,SIVU,0,0,26/12/1972,26/12/1972,MEMNB,,5,2713,1,CBUDG,0,0,0,,0,,M.,Claude,DAUZIER,MAIRIE DE CHASSENEUIL,,LE BOURG,36800 CHASSENEUIL,02 54 25 80 20,02 54 25 86 54,,,,,, ,    ,02 54 25 86 54
24 - Centre-Val de Loire,36 - Indre,3 - La Châtre,213602279 - Urciers,253601199,SI pour la gestion du secrétariat de mairie d'Urciers et Feusines,SIVU,0,0,28/12/1976,28/12/1976,MEMNB,,2,470,1,CBUDG,0,0,0,,0,,M.,Alain,GUILLEMAIN,MAIRIE,,,36160 URCIERS,02 54 31 42 40,02 54 31 49 73,,,MAIRIE,,,36160 URCIERS,02 54 31 42 40,02 54 31 49 73
24 - Centre-Val de Loire,36 - Indre,3 - La Châtre,213601644 - Pouligny-Saint-Martin,253601215,SI pour la gestion du secrétariat de mairie de Pouligny-Saint-Martin et Vigoulant,SIVU,0,0,08/06/1983,08/06/1983,MEMNB,,2,331,1,CBUDG,0,0,0,,0,,M.,Eric,WENLING,MAIRIE,,,36160 POULIGNY ST MARTIN,02 54 30 22 88,02 54 30 13 11,,,MAIRIE,,,36160 POULIGNY ST MARTIN,02 54 30 22 88,02 54 30 13 11
24 - Centre-Val de Loire,36 - Indre,3 - La Châtre,213602212 - Thevet-Saint-Julien,253601223,"SIRP ""Le marronnier des Lubins""",SIVU,0,0,04/08/1983,04/08/1983,MEMNB,,5,2213,3,CBUDG,0,0,0,,0,,M.,Jacky,BLANCHECOTTE,MAIRIE,,,36400 THEVET ST JULIEN,02 54 30 00 09,02 54 30 01 88,rpileslubins@orange.fr,,MAIRIE,,,36400 THEVET ST JULIEN,02 54 30 00 09,02 54 30 01 88
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213600505 - Chezelles,253601231,"Syndicat gestion et ramassage scolaire Argy, Sougé, Saint-Lactencin, Chezelles",SIVU,0,0,04/07/1983,04/07/1983,MEMNB,,4,1665,1,CBUDG,0,0,0, ,0, ,M.,Dominique,PERROT,MAIRIE DE CHEZELLES,Rue de l'Eglise,,36500 CHEZELLES,02 54 36 66 09,02 54 36 51 81,,,,,, ,    ,02 54 36 51 81
24 - Centre-Val de Loire,36 - Indre,3 - La Châtre,213600844 - Gournay,253601249,SIRP entre les communes de Gournay et Maillet,SIVU,0,0,31/08/1983,31/08/1983,MEMNB,,2,556,1,CBUDG,0,0,0, ,0, ,M.,Philippe,BAZIN,MAIRIE,,,36230 GOURNAY,02 54 30 84 11,02 54 30 90 76,,,MAIRIE,,,36230 GOURNAY,02 54 30 84 11,02 54 30 90 76
24 - Centre-Val de Loire,36 - Indre,2 - Châteauroux,213600638 - Déols,253601272,Syndicat de transports d'élèves de Déols,SIVU,0,0,25/07/1975,25/07/1975,MEMNB,,5,11798,1,CBUDG,0,0,0, ,0, ,Mme,Christiane,GENESTE,MAIRIE DE DEOLS,,,36130 DEOLS,02 54 34 19 14,02 54 34 59 74,,,,,, ,    ,02 54 34 59 74
